CNTSTUID,EFFORT1,EFFORT2,GRADE,AGE,ISCEDO,PARED,HISEI,MMINS,LMINS,SMINS,TMINS,ESCS,UNDREM,METASUM,METASPAM,ICTHOME,ICTSCH,HOMEPOS,CULTPOSS,HEDRES,WEALTH,ICTRES,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,BELONG,BEINGBULLIED,ENTUSE,HOMESCH,USESCH,INTICT,COMPICT,AUTICT,SOIAICT,ICTCLASS,ICTOUTSIDE,WVARSTRR,GENDER,MATH,SCIENCE,READ,TOTALSCORE,"Is_MISCED_5A,6","Is_FISCED_5A,6"
39201883.0,2.0,10.0,0.0,15.58,General,16.0,50.9,200.0,150.0,150.0,2000.0,0.3432,-1.64,0.21,-1.41,4.0,3.0,0.052,-0.2665,-0.1357,0.4276,0.1629,-0.1698,-2.7106,-2.9425,-0.3253,1.0346,0.2432,-2.2652,-2.2177,-2.7114,-2.4403,-1.8876,-1.272,2.0378,-0.4213,-0.6583,-0.5707,-1.3692,0.4637,-0.569,1.2386,-1.437,-0.4347,2.7249,-0.7823,-0.23,-2.2971,-1.7161,-1.3182,-2.0084,-2.5144,-2.1763,-0.0605,-1.3048,48.0,0,473.1289999999999,477.549,426.5289000000001,459.06896666666665,1,1
39203947.0,8.0,9.0,0.0,16.17,General,14.0,25.45,200.0,150.0,100.0,1750.0,-0.5226,0.8,-0.18,-1.41,9.0,0.0,-0.2796,-0.2988,-1.0527,-0.3264,-1.1421,1.0573,-0.2023,0.3183,-1.1311,-0.6576,0.5102,-0.474,-0.6079,0.1984,-1.0985,0.9065,0.9672,0.6912,-0.5107,0.443,0.1956,-0.1015,0.4637,-0.3121,0.7301,-0.0614,-0.4347,-0.3184,-0.7823,-0.1122,-0.6994,-1.7161,-0.3345,-0.8494,-0.776,0.5149,-1.2188,-1.3048,42.0,0,530.659,467.7261,438.6486,479.0112333333333,0,0
39201577.0,7.0,9.0,0.0,15.33,General,14.0,28.48,300.0,300.0,200.0,2000.0,-0.1727,-1.64,-1.72,0.42,11.0,7.0,0.4107,-0.0025,-0.1357,0.5808,-0.2834,-0.0424,-1.1481,-1.0988,-1.6391,1.0346,0.5102,-0.5786,0.1744,0.8418,-0.7391,0.0755,0.2705,-0.6142,-0.9391,-0.6583,-0.733,-1.3692,-0.2006,-0.9827,0.7301,-1.0586,-1.9222,-0.4312,-0.7823,-0.017,-0.691,-0.4451,0.8483,-0.9457,-0.5753,0.7095,-0.6098,-0.8181,21.0,1,550.3083,553.8094,508.5678,537.5618333333333,0,0
39203768.0,7.0,9.0,0.0,15.25,General,16.0,76.49,300.0,200.0,200.0,1500.0,0.5587,0.8,-0.18,1.33,5.0,3.0,-0.5907,-0.3163,-0.6947,-0.996,-0.7874,2.0345,1.314,-0.2546,-1.6391,-0.6576,0.1526,-0.5819,0.1744,1.2159,-0.7391,0.5371,1.9837,-0.6142,0.6012,0.0281,0.1956,-0.7233,0.4637,-0.9827,-1.1176,-1.0974,-0.4347,-0.3397,-0.7823,-1.0281,-1.2069,-1.7161,-0.5081,-0.9457,-0.806,-0.5464,-0.6098,-0.8181,30.0,1,601.8113000000001,624.7311000000001,605.1710999999999,610.5711666666666,1,1
39204441.0,8.0,8.0,0.0,15.58,General,12.0,51.56,180.0,180.0,180.0,1215.0,-1.1608,0.1,-1.72,1.33,6.0,5.0,-0.7929,-0.481,-1.8925,-0.4046,-0.5294,-0.0424,-0.2023,-0.6737,-0.3253,-1.5824,-0.3335,-0.5819,-1.2518,-0.4629,-1.0985,1.0145,0.7192,-1.9892,-0.9391,-0.6583,0.1956,-0.6545,-1.4242,-0.9827,0.7301,-1.2865,-0.6331,-0.6659,0.2907,0.1979,-2.2971,-0.1933,1.3541,-0.9457,-0.776,-1.2329,-0.2254,-1.3048,17.0,0,439.7196,504.7753,449.5209,464.6719333333333,0,0
39204849.0,8.0,5.0,0.0,15.67,Vocational,16.0,68.7,200.0,200.0,100.0,1500.0,0.5226,1.15,0.98,0.42,6.0,5.0,-0.3254,-1.8511,1.1793,0.0715,-0.1931,-0.5964,1.314,-0.0706,-0.1625,-0.6576,0.7904,-0.9319,-0.4567,1.5482,0.402,-1.126,1.9717,-0.6142,0.9747,1.0844,-0.2661,-1.034,0.8207,0.2621,0.1038,-0.8386,-0.4347,-0.8273,-0.7823,-0.6464,-2.2971,-1.7161,-0.753,-1.0481,-0.3623,0.5149,-1.2188,-1.3048,34.0,0,496.6389000000001,513.7594,413.0378,474.4787,1,1
39204176.0,9.0,9.0,0.0,15.83,General,14.0,80.78,350.0,250.0,150.0,1500.0,0.6098,0.8,-0.95,-0.04,10.0,5.0,-0.0949,-0.115,-0.6947,0.1225,-0.4987,0.2108,-0.2023,-0.5072,0.0728,-0.6576,0.5102,-0.2644,-0.6414,2.6131,-0.4089,-0.0362,0.5206,-0.6142,-0.9391,0.4667,-0.8705,-0.1015,-0.1748,-2.1464,-0.5928,-0.5536,-0.9149,-0.3184,-0.7823,0.0989,-1.4552,-1.0028,0.8755,1.1228,2.0258,-0.6261,-1.2188,-1.3048,32.0,1,525.9303,520.8386,524.9464999999999,523.9051333333333,0,0
39201207.0,10.0,10.0,0.0,15.67,General,14.0,70.5,165.0,165.0,110.0,1650.0,0.8687,-1.29,-0.57,1.33,10.0,10.0,0.9798,1.6676,-1.0527,0.771,0.2851,1.2471,-1.1481,-0.0424,0.7743,1.0346,-0.62,2.0073,0.1744,0.4978,0.402,1.0145,-1.272,0.6912,0.6012,1.0844,-1.5513,-1.3692,-0.9295,-2.1464,0.7301,-0.5182,-2.5252,1.4685,-0.7823,0.4815,-2.2971,-1.7161,0.6542,1.1808,2.0258,0.7595,0.0845,-1.3048,75.0,0,469.8203,492.10690000000005,459.2407,473.72263333333336,0,0
39202758.0,2.0,9.0,0.0,15.25,General,14.0,45.76,250.0,200.0,200.0,1500.0,-0.2484,1.5,1.36,1.33,4.0,4.0,-0.5463,-0.7076,-0.1357,-1.0896,-1.1421,1.0573,0.7628,-0.48,-1.1311,-1.3914,0.9325,0.0156,-1.0615,-0.1241,-0.7391,1.3451,-1.272,-1.9892,0.9995,0.4626,0.1956,-0.1015,0.8207,-0.267,0.7301,-1.0974,-1.0266,-0.6945,-0.7823,-0.1682,-0.4278,0.1373,-0.3345,-0.2113,-0.5023,0.098,-0.2254,-0.4036,15.0,0,586.1137000000001,605.0629999999999,621.7888,604.3218333333333,0,0
39201622.0,7.0,9.0,0.0,15.67,General,16.0,67.11,260.0,325.0,260.0,1625.0,0.2817,0.45,0.98,1.33,9.0,1.0,-0.823,-0.7076,-1.0527,-0.6689,-0.6463,0.6682,-0.9734,-1.1481,-1.6391,0.2169,-0.5106,-1.4537,-1.471,0.4956,-0.4089,0.5082,-0.8863,-0.043,0.6012,0.0042,-0.2047,-0.5983,0.052,-0.9827,0.1038,-1.2865,-0.3152,0.1634,1.5699,-0.3758,-0.4378,-0.7578,0.1167,-1.1501,-0.5753,-0.6261,-0.0605,-0.2842,63.0,0,612.5447999999999,606.4358000000001,572.1709999999999,597.0505333333334,1,0
39205106.0,10.0,10.0,0.0,15.92,General,12.0,80.92,250.0,300.0,200.0,1600.0,0.2577,1.5,0.21,-0.04,11.0,10.0,0.014,0.0253,-0.1357,-0.1834,0.5659,2.0345,1.314,0.7198,-0.3253,1.0346,-0.62,0.4572,-0.8262,1.3052,-0.7642,-0.524,0.2705,-1.9892,0.6012,0.443,-0.2661,-0.1015,0.4637,-0.6723,1.2386,-0.7622,-0.4347,-0.3184,-0.7823,0.2621,-2.2971,-1.7161,-0.2057,-1.1888,0.0979,-0.7345,-1.2188,-1.3048,8.0,1,454.2996,505.9542,501.0401,487.09796666666665,0,0
39203499.0,7.0,7.0,0.0,16.0,Vocational,12.0,51.56,200.0,150.0,100.0,1500.0,0.033,0.8,-1.72,-1.41,9.0,10.0,0.2242,0.0763,-1.0527,0.478,-0.2834,1.0832,1.314,1.8202,0.7743,-0.6576,0.7869,0.4572,0.1744,0.0127,-0.825,-0.0697,0.2705,-0.6142,-0.9391,-0.6583,0.1956,0.487,-0.687,-0.9827,-0.5928,-0.0614,-0.4347,-0.0879,-0.7823,-0.4344,0.5133,-1.7161,-0.0186,-1.1888,-0.5753,-0.7345,0.2076,-0.314,46.0,0,380.8913,361.1908,319.5796,353.88723333333337,0,0
39202178.0,10.0,10.0,0.0,15.5,General,16.0,79.74,175.0,140.0,175.0,1225.0,0.7909,-0.6,1.36,0.42,7.0,5.0,-0.1885,-0.5278,1.1793,-0.6289,-0.2207,-0.0424,-1.1481,-1.7085,-1.1311,1.0346,-0.0042,-0.9319,0.1744,-0.4081,-1.0985,1.5959,-1.272,0.2865,0.6012,-2.5375,1.2643,0.5693,0.052,0.2621,0.6502,-1.0974,-0.094,0.6344,-0.7823,-0.6955,-0.1162,0.3197,-1.2237,-1.8097,-0.9531,-1.5886,0.039,0.0731,77.0,0,544.9738,542.4325999999999,491.0768,526.1610666666667,1,1
39205885.0,7.0,8.0,0.0,15.92,General,12.0,44.92,250.0,250.0,200.0,1700.0,-0.6158,1.15,0.98,1.33,9.0,8.0,-0.4295,-0.7076,-0.1357,-0.2513,-0.2834,2.0345,1.314,1.8202,1.5844,1.0346,0.0236,0.836,0.1744,-0.321,-0.4089,0.8207,0.2705,-0.6142,0.6012,1.0844,-1.2263,-0.6545,-0.4342,0.2621,1.2386,-0.0614,-0.094,2.7249,-0.7823,0.3647,-1.0709,-0.0172,0.2315,0.793,-0.2274,0.1051,0.2861,-1.3048,1.0,0,533.5297,540.8383,564.2379,546.2019666666666,0,0
39203922.0,6.0,6.0,0.0,15.83,General,16.0,70.4,200.0,150.0,100.0,1700.0,0.7856,1.5,0.59,-0.04,10.0,3.0,0.2195,0.3556,0.0477,-0.4678,-0.5703,-0.0044,-0.7769,-0.5072,-1.6391,-0.6576,-0.62,-0.4708,-1.2931,0.4627,-1.0985,0.9065,0.2705,-0.6142,-0.9391,-0.6583,-0.9372,-0.6545,0.4637,-0.9827,-0.5928,-0.8386,-0.4347,-0.5635,-0.7823,-0.4918,-0.7723,-1.7161,-0.7142,-1.2885,0.0979,-0.5464,0.912,1.1322,76.0,1,478.1476,556.1379,514.6337,516.3063999999999,1,0
39200144.0,7.0,9.0,0.0,15.83,General,12.0,30.9,250.0,250.0,250.0,1550.0,-1.244,0.45,-0.57,1.33,4.0,7.0,-1.2827,-0.7284,-1.7257,-0.6395,-1.7298,1.4424,1.314,0.2329,-0.5551,0.6402,-0.103,-0.1687,-0.3689,-2.7114,-2.4403,1.49,1.0558,-0.6142,-0.9391,1.0844,0.7871,-0.942,-0.1748,-0.3121,0.6502,-0.7622,-0.8147,1.4685,0.2907,-0.3368,-1.4899,-1.7161,-0.1436,-0.9065,-0.5392,-0.5541,-1.2188,-1.3048,70.0,1,426.5868,399.0656,363.1568,396.26973333333336,0,0
39206393.0,7.0,9.0,0.0,15.25,General,16.0,70.34,300.0,300.0,200.0,1750.0,0.1099,1.5,0.98,0.42,9.0,8.0,-1.3745,-1.3687,-1.3835,-1.0476,-1.4134,1.0573,0.7628,1.8202,-1.1311,-0.6576,-0.103,-0.474,-1.4401,-0.4081,-0.825,0.9065,1.6524,0.2865,0.6012,1.0844,-0.5707,-1.034,1.4083,-0.9827,0.3385,-1.0352,-0.447,0.6678,-0.7823,-0.8768,-2.3008,-1.7161,-0.5081,-1.0481,0.4506,-0.6261,0.6252,-1.3048,18.0,0,610.6851,585.0006999999999,526.4558999999999,574.0472333333333,0,1
39203389.0,7.0,8.0,0.0,16.17,General,16.0,76.49,200.0,150.0,150.0,1600.0,0.8001,0.1,-1.72,1.33,11.0,3.0,-0.0203,0.7953,-1.0527,-0.3107,-0.2834,2.0345,1.314,-0.0424,-1.1311,1.0346,-0.3302,0.1915,-0.5905,1.0123,-0.7391,-0.0362,0.7192,-0.6142,0.6012,-0.6583,-0.733,-1.034,0.8207,0.2621,0.7301,-0.7622,-0.4347,0.6818,-0.7823,-0.2934,-2.2971,-0.135,-0.6385,-0.7864,0.0979,-0.6261,-0.3375,-0.7233,72.0,0,583.6825000000001,593.2012,551.8284,576.2373666666667,1,1
39202060.0,10.0,10.0,0.0,15.83,General,14.0,81.92,250.0,200.0,200.0,1500.0,0.9511,1.5,0.59,1.33,11.0,4.0,0.6603,-0.5828,-0.1357,1.2484,1.2754,0.2377,0.298,-1.7471,-1.1311,1.0346,-1.0333,-0.474,-1.725,-0.6362,-1.0753,0.8207,-1.272,0.6912,-0.5358,1.0844,-0.2047,1.8164,1.8905,-0.6723,-0.5928,0.7028,-0.4347,-0.5635,-0.7823,0.74,-0.6727,-1.7161,0.4022,-0.7467,-0.5753,-1.5886,-1.2188,-1.3048,9.0,1,537.8725,546.816,531.5382,538.7422333333333,0,0
39204856.0,7.0,9.0,0.0,16.17,Vocational,16.0,51.5,250.0,200.0,100.0,1500.0,0.0902,0.45,-1.72,-0.5,4.0,4.0,-0.5726,-1.3687,-0.1357,0.0152,-0.7593,-0.1836,1.314,-0.2546,-0.1625,1.0346,-0.0999,0.4572,-1.6837,1.0781,-0.4089,-0.0362,0.2705,-1.9892,0.6012,1.0844,-0.9792,-1.071,0.8207,-0.9827,-1.1176,-1.2865,-0.4347,-0.0939,0.8615,-0.9254,-1.6148,-1.7161,-0.3345,-1.5122,0.463,-0.8137,-1.2188,-1.3048,57.0,0,551.8023000000001,546.6683,534.7513000000001,544.4073000000001,0,1
39203481.0,1.0,1.0,0.0,15.33,General,14.0,51.56,250.0,200.0,165.0,1600.0,0.3775,-1.64,0.21,-0.5,11.0,10.0,-0.8686,-0.5278,-0.3309,-0.7245,-0.4871,-0.0424,-2.7106,-1.166,0.7743,-1.4926,0.5102,-0.9319,0.1744,-1.1031,-1.0169,1.3451,-1.272,2.0378,-1.4801,-0.6198,-1.5513,-1.0217,-0.4678,-0.569,-3.0666,-1.1782,-1.3162,-0.7286,1.5082,-3.594,-2.2971,-1.7161,-2.9336,-2.6033,-2.5144,-2.1763,-1.2188,-1.3048,45.0,0,450.5276,378.691,368.0944,399.1043333333334,0,0
39206187.0,1.0,1.0,0.0,15.92,General,16.0,51.56,100.0,100.0,100.0,1500.0,0.9371,-1.64,-0.57,-0.04,11.0,9.0,-0.2037,-1.0717,0.0477,-0.0996,0.1247,-0.0424,-0.4377,-1.0988,0.0728,-1.1847,-1.6579,0.4572,-0.2934,-0.4934,-1.0985,0.5082,1.6524,-0.1532,0.6012,-0.6583,-0.9792,0.487,-0.687,0.2621,-0.5928,-1.2717,-1.1295,0.0348,0.8233,-0.4529,-0.961,-1.7161,-2.9336,-1.6805,-1.2966,-1.4356,-1.2188,-1.3048,53.0,0,390.1387,349.1521,293.5384,344.2764,1,0
39205572.0,7.0,9.0,0.0,15.42,Vocational,16.0,62.45,150.0,100.0,100.0,1500.0,0.0048,-0.25,-1.34,-1.41,6.0,3.0,-1.2676,-0.7076,-0.6122,-1.7649,-1.8868,0.0242,0.1924,-0.5794,0.1707,0.6402,-0.62,0.4572,-0.8829,-0.275,-0.7391,1.0145,-0.7816,-0.6142,0.6012,-1.4229,-2.345,-1.154,-1.8939,-0.9827,0.1869,-0.0614,-0.4347,-0.6172,-0.7823,-1.4705,-1.6148,-0.8303,-0.2057,-1.4351,-1.1382,-1.4287,-1.2188,-1.3048,23.0,0,479.6268,434.3233,373.6369000000001,429.1956666666667,0,1
39205137.0,5.0,8.0,0.0,16.17,General,14.0,81.92,250.0,250.0,100.0,1550.0,0.3622,0.45,0.59,0.42,10.0,4.0,-0.7314,-1.3687,-1.0527,-0.3019,-0.9741,1.0573,-0.0037,1.1049,0.0728,-0.6576,0.5102,-0.1716,-0.3449,-1.3214,-0.5485,1.5715,1.2958,-0.6142,-0.4213,-0.6583,-0.6888,0.5693,0.1097,-0.3121,-0.5928,-0.7906,0.1123,-0.445,0.8615,-0.0815,-0.4251,-1.7161,-0.5529,-1.1888,-0.29,-0.3139,-1.2188,-1.3048,19.0,0,455.3952000000001,482.94270000000006,454.1068,464.1482333333333,0,0
39206142.0,8.0,10.0,0.0,15.42,General,16.0,58.07,250.0,250.0,250.0,1700.0,0.4052,-0.25,-0.57,0.42,9.0,4.0,-0.1242,-0.2665,1.1793,-0.7857,0.0124,0.8946,-1.1481,0.4861,-0.3253,-1.0657,0.7551,-0.1716,-0.6734,1.5482,1.2374,-0.0362,0.2705,-1.9892,-1.5068,0.0281,-0.9792,-1.3692,1.8905,-0.9827,-1.1176,-1.9138,-0.9149,-0.9272,1.1928,-0.1348,-0.5648,-0.0111,-0.0186,0.1782,-0.5753,-0.3559,-0.6098,-0.449,48.0,0,598.3474,641.1536,680.0137,639.8382333333334,0,1
39203439.0,8.0,9.0,0.0,16.0,General,16.0,40.54,250.0,150.0,200.0,1750.0,0.1425,0.1,0.59,-1.41,11.0,10.0,0.0443,0.0253,-0.1357,-0.1564,-0.2834,1.2471,-0.2023,0.3183,-0.1625,1.0346,-0.3644,0.8329,-0.2934,-0.3464,-0.825,1.3451,1.2958,0.6912,-0.1855,-0.6583,0.1244,-0.1015,-0.4342,0.2621,-0.5928,-0.0614,-1.0157,-0.445,-0.7823,-0.3449,-0.3175,-1.7161,0.5072,-0.6823,-0.3623,0.5149,-1.2188,0.0731,76.0,0,508.6378000000001,502.2695,413.0464,474.6512333333333,1,1
39202051.0,8.0,10.0,0.0,15.33,General,16.0,79.05,350.0,280.0,280.0,2100.0,0.6919,1.5,-0.18,0.42,9.0,1.0,-0.3912,-0.7076,-0.1357,-0.5247,-0.0788,-0.2639,1.314,-1.0994,0.3993,-0.6576,2.0871,0.5464,0.0809,-0.4556,-0.7391,0.9065,0.2705,0.202,0.9995,1.0844,-0.2047,0.6291,1.3423,-0.9827,0.3385,-1.0586,0.3468,-0.9351,0.8615,-0.0156,0.0663,-1.7161,0.893,-1.5943,-0.6373,1.9669,-1.2188,0.1155,17.0,1,602.5138,607.9356,546.661,585.7034666666666,0,1
39200041.0,10.0,9.0,0.0,15.58,General,12.0,43.33,250.0,250.0,100.0,1800.0,-0.5868,0.45,-0.18,-0.5,9.0,3.0,-0.2892,-0.7076,-0.1357,-0.2013,-0.4034,2.0345,1.314,0.7198,-0.6555,-0.6576,0.5102,2.0073,0.1744,1.7916,-0.4089,0.409,0.2705,0.6912,0.6012,1.0844,0.1956,0.9982,0.4637,0.2621,0.7301,0.0018,-0.094,2.7249,-0.7823,0.8108,-0.4597,-1.7161,-0.0186,0.0537,0.499,0.5149,-0.5142,-1.3048,52.0,0,532.749,553.4495,478.3463,521.5149333333333,0,0
39200093.0,8.0,9.0,0.0,15.33,General,14.0,70.34,250.0,250.0,300.0,1550.0,0.334,1.15,0.21,-0.5,5.0,3.0,-0.2767,-0.1615,-0.6947,-0.7202,-0.5294,1.0573,-0.7074,-0.4344,-1.1311,-1.0657,0.5068,0.836,-1.1015,0.1851,-0.4089,-0.524,-1.272,0.2865,0.6012,0.0083,-0.6888,0.6291,0.8794,-0.9827,0.6502,-0.0328,0.1447,-0.392,-0.7823,-0.2109,-0.2767,-1.7161,0.263,-0.8494,-0.776,-1.6386,-0.0605,-1.3048,19.0,1,513.4692,527.3176,566.4350999999999,535.7406333333333,0,0
39205201.0,6.0,6.0,0.0,15.67,Vocational,14.0,57.03,300.0,150.0,100.0,1600.0,0.8485,0.45,-0.18,-0.04,10.0,7.0,1.5383,-0.0177,1.1793,2.0753,3.5469,1.1945,-0.0348,0.3183,-0.0008,-0.6576,0.5102,-0.474,0.6797,-0.2704,-0.825,1.7046,-0.2888,-0.6142,1.2992,0.443,-1.2263,0.487,0.1097,-0.267,0.1869,-0.8109,-0.4347,0.472,-0.7823,-0.0949,-0.6706,-0.1744,-0.223,-1.1888,-0.5403,-0.7345,-1.2188,-0.1411,22.0,1,443.4535,429.5237,414.0719,429.0163666666666,0,0
39203421.0,6.0,9.0,0.0,16.0,General,16.0,70.89,330.0,275.0,165.0,1760.0,1.0448,1.5,0.98,1.33,11.0,4.0,0.81,0.6954,0.031,0.4304,0.7388,0.9639,-0.3673,-0.0424,0.3993,0.3622,-0.5048,-0.2644,0.9276,1.7513,0.1222,-0.0362,-1.272,0.2865,0.6012,-0.6583,0.1956,0.487,0.4637,-0.6723,0.3385,-1.2865,0.8347,-1.1182,-0.7823,-0.1439,-0.0169,-1.7161,-0.8363,-1.0873,-0.776,-0.7345,-0.115,0.0889,42.0,1,588.2659,631.9219,612.0838999999999,610.7572333333334,1,1
39203065.0,5.0,5.0,0.0,15.83,General,12.0,30.9,200.0,200.0,200.0,1500.0,-1.0461,-1.64,-1.72,-0.5,8.0,1.0,-0.8149,-0.9793,-1.3835,-0.7188,-0.7874,0.5409,1.314,1.8202,0.7743,-2.4468,-0.62,2.0073,0.1744,-0.148,-1.0985,-0.0697,-1.272,2.0378,1.6762,-1.6139,0.7262,-1.1187,-0.3799,-0.3121,-0.5928,-0.0614,0.5761,-0.4116,-0.7823,0.6353,0.5133,0.7849,-0.0186,-0.4278,-0.9868,0.7339,0.5203,-1.3048,37.0,0,510.5617,504.2125,436.72080000000005,483.83166666666665,0,0
39205054.0,3.0,9.0,0.0,15.75,General,14.0,23.57,300.0,200.0,100.0,1500.0,-0.7782,-1.64,-1.72,1.33,8.0,7.0,-0.7992,-0.5468,-0.6853,-1.1412,-0.7874,-1.0195,1.314,-0.2546,-0.1625,-2.4468,0.5102,0.3695,-0.5551,2.0787,-0.7391,-0.0362,-1.272,-0.043,-0.9391,-0.6506,0.1956,-1.1187,1.8905,-0.8645,-2.0719,-1.7415,-0.2151,-1.0826,2.896,0.3674,-0.6709,-0.5373,2.6186,1.9637,2.0258,0.7748,-1.2188,0.0889,28.0,0,546.434,591.0166999999999,537.8806000000001,558.4437666666666,0,1
39205974.0,7.0,10.0,0.0,16.08,General,12.0,65.42,250.0,150.0,100.0,1750.0,0.0196,0.8,0.98,1.33,10.0,0.0,0.149,-0.8449,-0.1357,0.4913,0.8006,0.6682,0.7015,0.3183,-0.8111,0.6402,-0.0686,0.2757,1.3209,2.6131,1.8839,-1.8876,-1.272,-0.6142,-0.9391,-0.6583,-2.345,-1.3692,-0.7592,0.9269,0.1869,-1.6789,-1.2137,0.0682,-0.7823,0.3191,-0.4528,-1.7161,1.3762,1.9637,2.0258,1.757,1.0864,-0.5014,18.0,0,582.2026000000001,689.5649999999999,614.1587000000001,628.6421,0,0
39201385.0,7.0,9.0,0.0,15.58,Vocational,16.0,73.91,150.0,150.0,150.0,1250.0,0.7867,0.1,0.98,1.33,7.0,4.0,0.0642,0.6102,-1.3835,0.0724,0.0673,0.1188,-0.7366,0.2655,-0.3792,1.0346,1.3517,-1.0504,0.9888,-2.7114,-2.4403,2.7752,1.9837,1.2186,-1.6004,1.0844,0.7871,-0.5789,1.8905,0.2621,-0.5928,-1.6818,-1.1295,-0.5665,-0.7823,-0.452,-2.2971,-1.7161,0.7749,-0.6639,0.7841,-0.4497,-1.2188,-1.3048,27.0,1,518.6795999999999,536.7952000000001,507.2066000000001,520.8937999999999,0,1
39203400.0,8.0,9.0,0.0,16.17,Vocational,12.0,40.54,150.0,100.0,100.0,1500.0,-0.5771,-0.94,0.21,-1.41,9.0,8.0,-0.1409,-0.5468,0.1806,-0.1914,0.0124,-0.0424,-0.2023,0.3183,-1.6391,-0.6576,0.0205,0.836,-0.2934,-0.0176,-1.0985,1.2421,0.2705,-0.6142,-0.9391,-1.1507,0.1956,-0.1015,-0.4342,-0.9827,-1.4539,-1.4832,-0.094,-0.6659,-0.7823,-0.9835,-1.6148,-1.0595,-0.649,-1.0481,-0.5753,-0.437,-1.2188,-1.3048,26.0,0,555.4338,537.2956999999999,490.2111,527.6468666666666,0,0
39205533.0,6.0,8.0,0.0,15.67,Vocational,16.0,79.74,200.0,200.0,150.0,1750.0,0.9385,1.5,-0.18,1.33,9.0,6.0,0.1604,-0.9793,-0.6122,0.8338,-0.2834,0.1381,-2.0248,-0.6702,0.2012,1.0346,-0.3302,-0.6894,-0.8547,-0.4934,-1.8008,1.5959,0.2705,-0.6142,0.6012,1.0844,-0.9792,1.8164,-0.3799,-0.8645,0.3385,-0.9628,-0.9149,0.4829,-0.7823,0.2963,-2.2971,-0.4231,-0.838,-2.6033,0.0979,-1.6386,0.5362,0.4825,55.0,1,429.56410000000005,410.2068,400.5356,413.4355000000001,0,1
39200697.0,7.0,9.0,0.0,16.0,General,16.0,43.33,260.0,195.0,130.0,1755.0,0.0764,0.8,-0.18,1.33,10.0,5.0,-0.2375,-0.1452,-1.0527,-0.2522,-0.1766,2.0345,1.314,0.6525,0.3686,0.5029,0.8629,-1.0467,0.1744,0.9011,-0.4089,0.5371,-1.272,1.1473,0.6012,1.0844,-0.5707,-0.7233,1.3423,-1.0946,-0.5928,-1.0974,0.3468,-0.4509,-0.7823,-0.438,-1.2893,-0.3242,-0.0387,-1.478,0.0979,-1.0249,-1.2188,-1.2662,33.0,1,624.5858000000001,637.3170000000001,608.6898,623.5308666666666,1,1
39206220.0,8.0,9.0,0.0,15.33,Vocational,14.0,51.56,200.0,200.0,100.0,1800.0,-0.1803,0.8,1.36,1.33,9.0,6.0,-0.4182,-0.8622,-0.1357,-0.4517,-0.4034,-0.0424,0.2384,1.1049,0.7743,0.6364,-1.7115,0.4572,0.6797,-0.1042,-0.7391,1.2421,0.2705,-0.6142,-0.9391,0.0083,-0.2047,-0.1015,0.4637,-0.9827,0.1869,-0.4684,-0.9149,-0.3184,-0.7823,-0.5797,-0.6624,-0.645,-0.6385,-1.1888,-0.806,-0.7345,-0.1648,-1.3048,22.0,1,526.5274999999999,548.7997,538.8300999999999,538.0524333333333,0,0
39202602.0,7.0,9.0,0.0,15.67,General,16.0,76.49,150.0,200.0,200.0,1650.0,0.9099,-0.6,0.59,-1.41,8.0,1.0,0.2391,0.5951,-0.1357,-0.5252,-0.5294,-0.2828,-2.7106,-2.9425,-1.6391,-0.9167,-1.0407,-2.2652,-2.2177,1.3493,-0.4419,-1.126,-0.7816,0.3674,-0.1577,-1.1507,-1.7009,-1.6207,-1.059,-0.6723,0.5012,0.021,-1.0993,-0.1703,1.4721,-0.0249,-0.932,-1.7161,-2.9336,1.2859,-1.6887,1.0581,-1.2188,-1.3048,5.0,0,428.0293,412.3322,382.2477,407.5364,1,1
39201621.0,8.0,9.0,0.0,15.92,General,16.0,82.41,220.0,220.0,165.0,1705.0,1.0659,1.5,1.36,-0.5,9.0,8.0,0.3412,0.0253,-0.5492,0.2516,0.6627,2.0345,0.4522,-0.2546,0.9044,-0.6576,0.7586,0.4546,-0.5905,2.0787,1.8839,-0.524,-0.2888,-0.6142,1.0891,-1.1534,-1.2263,-0.772,0.1097,-1.7389,1.2386,-0.1433,0.0337,2.7249,-0.7823,-0.0851,-1.6148,-1.7161,-0.7634,-0.8889,0.9638,-1.1106,-0.6454,-0.4809,42.0,1,629.5235999999999,662.1568,631.4335,641.0379666666666,1,1
39200384.0,9.0,10.0,0.0,16.0,General,16.0,51.56,300.0,250.0,200.0,1500.0,-0.4023,0.45,0.59,0.42,5.0,5.0,-1.3932,-0.3163,-1.3835,-1.6841,-1.7674,-0.0424,-0.9422,-0.7598,-0.99,1.0346,-0.732,-0.1716,-1.0615,0.0797,0.1222,-0.0362,0.2705,-1.1126,-1.4801,1.0844,-0.5707,-1.034,0.4637,-0.9827,0.3385,-1.0352,-1.3162,-0.672,0.7703,-1.0049,-2.2971,-1.0595,-0.1896,0.5786,1.0404,-1.1277,-1.2188,-1.3048,35.0,1,497.3854,512.3566,463.3077,491.0165666666667,1,0
