CNTSTUID,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG
76404545,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76404942,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76404998,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76405360,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76405387,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76405581,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76405989,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76406026,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76406467,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76406724,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76406730,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76406736,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76406779,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76407168,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76407206,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76407246,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76407447,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76407708,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76407768,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76407978,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76408096,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76408162,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76408391,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76408706,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76408787,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76409018,3,44.5909,1962,0.1682,1,44,0.8864,0.8523,0.1364,0.0114,23,3,1.2478,-1.4551,0.1289,0.2785,-1.0542
76400166,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76400431,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76400547,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76400712,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76400728,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76400818,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76400979,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76401169,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76401233,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76401374,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76401412,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76401827,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76401975,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76402014,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76402394,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76403273,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76403329,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76403636,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76403944,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76404061,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76404176,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76404351,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76404462,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76404626,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76405454,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76405649,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76405811,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76405820,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76406676,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76407091,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76407099,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76407107,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76407295,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76407691,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76407860,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76407938,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76408501,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76408559,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76408839,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76408870,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76408901,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76408995,3,19.2481,2560,0.1879,1,133,1,0.6391,0.3459,0.015,43,3,-0.6884,-0.3163,-0.9505,-0.5205,0.9042
76400155,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76400446,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76400611,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76400664,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76401256,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76401276,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76401796,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76402156,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76402194,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76402568,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76402770,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76403324,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76403347,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76403402,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76403708,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76403846,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404476,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404558,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404745,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404757,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404832,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404899,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404909,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404941,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76404954,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405035,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405089,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405113,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405298,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405337,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405357,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405564,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405684,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405754,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405913,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76405930,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76406028,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76406427,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76407088,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76407136,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76407138,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76407502,1,21.4453,5297,0.2,1,247,0.8543,0.7794,0.1903,0.002,48,3,-1.4212,-1.4551,-1.6103,-2.0409,0.9042
76400096,3,14.3333,688,0.2703,1,48,1,0.6458,0.3542,0,28,2,-0.6344,-0.7828,-0.8541,-1.0536,0.9042
76402238,3,14.3333,688,0.2703,1,48,1,0.6458,0.3542,0,28,2,-0.6344,-0.7828,-0.8541,-1.0536,0.9042
76403140,3,14.3333,688,0.2703,1,48,1,0.6458,0.3542,0,28,2,-0.6344,-0.7828,-0.8541,-1.0536,0.9042
76403972,3,14.3333,688,0.2703,1,48,1,0.6458,0.3542,0,28,2,-0.6344,-0.7828,-0.8541,-1.0536,0.9042
76405420,3,14.3333,688,0.2703,1,48,1,0.6458,0.3542,0,28,2,-0.6344,-0.7828,-0.8541,-1.0536,0.9042
76408028,3,14.3333,688,0.2703,1,48,1,0.6458,0.3542,0,28,2,-0.6344,-0.7828,-0.8541,-1.0536,0.9042
76408931,3,14.3333,688,0.2703,1,48,1,0.6458,0.3542,0,28,2,-0.6344,-0.7828,-0.8541,-1.0536,0.9042
76409116,3,14.3333,688,0.2703,1,48,1,0.6458,0.3542,0,28,2,-0.6344,-0.7828,-0.8541,-1.0536,0.9042
76403829,3,6.6154,86,999,999,13,1,0.7692,0.2308,0,13,1,2.9595,0.4233,-0.0871,-0.7866,-0.1868
76404765,3,6.6154,86,999,999,13,1,0.7692,0.2308,0,13,1,2.9595,0.4233,-0.0871,-0.7866,-0.1868
76400227,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76400290,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76400396,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76400559,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76400993,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76401027,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76401128,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76401208,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76401298,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76401949,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402040,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402116,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402259,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402285,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402417,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402476,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402640,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402687,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76402820,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76403116,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76403289,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76403370,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76403551,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76404164,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76404624,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76404631,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76404790,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76405007,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76405405,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76405681,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76406356,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76406447,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76407051,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76407054,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76407448,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76408111,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76408172,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76408228,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76408404,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76408508,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76408876,3,15.271,817,0.1266,0.5,53.5,0.9533,1,0.243,0,43,3,2.9595,1.5435,-0.9505,-2.0409,0.9042
76400724,3,15.1892,281,0.56,1,18.5,0.8649,0.8919,0.1081,0,23,1,0.1,1.0744,-0.335,0.2266,-1.8358
76402201,3,15.1892,281,0.56,1,18.5,0.8649,0.8919,0.1081,0,23,1,0.1,1.0744,-0.335,0.2266,-1.8358
76402325,3,15.1892,281,0.56,1,18.5,0.8649,0.8919,0.1081,0,23,1,0.1,1.0744,-0.335,0.2266,-1.8358
76402447,3,15.1892,281,0.56,1,18.5,0.8649,0.8919,0.1081,0,23,1,0.1,1.0744,-0.335,0.2266,-1.8358
76403067,3,15.1892,281,0.56,1,18.5,0.8649,0.8919,0.1081,0,23,1,0.1,1.0744,-0.335,0.2266,-1.8358
76403966,3,15.1892,281,0.56,1,18.5,0.8649,0.8919,0.1081,0,23,1,0.1,1.0744,-0.335,0.2266,-1.8358
76405827,3,15.1892,281,0.56,1,18.5,0.8649,0.8919,0.1081,0,23,1,0.1,1.0744,-0.335,0.2266,-1.8358
76408776,3,15.1892,281,0.56,1,18.5,0.8649,0.8919,0.1081,0,23,1,0.1,1.0744,-0.335,0.2266,-1.8358
76400499,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76400829,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76400988,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76401177,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76401294,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76401490,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76401552,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76402007,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76402508,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76402612,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76402974,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76403418,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76403594,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76403793,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76403890,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76404030,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76404133,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76404401,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76404591,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76404633,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76404776,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76405476,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
76405510,1,21.45,1716,0.6452,1,80,0.7875,0.9625,0.025,0.0125,38,3,0.6635,0.1893,-0.3925,-0.1791,-0.6019
